record_id,employee_id,task_id,task_type,task_priority,required_skills,experience_years,skill_match_score,employee_workload_percent,employee_availability,employee_performance_score,employee_location,task_location,distance_km,similar_tasks_completed,similar_tasks_success_rate,estimated_effort_hours,sla_hours,remaining_sla_hours,workload_capacity,availability_score,location_compatibility,experience_performance_score,sla_urgency_ratio,workload_effort_ratio,actual_completion_hours,sla_met,task_success
H011468,E0229,T01037,Cybersecurity,Medium,Linux|Azure|AWS,2,0.3333,48,1,8.5,Coimbatore,Kolkata,77.9,9,0.7118,2.8,12.0,5.43,52,1,0.9221,17.0,1.9376,17.1429,4.22,1,1
H011469,E0111,T01303,Support,Medium,Python,7,0.0,63,1,8.12,Mumbai,Pune,99.8,30,0.8199,4.3,14.2,6.35,37,1,0.9002,56.84,1.4764,14.6512,6.75,0,1
H011470,E0089,T03139,Data Engineering,Medium,Python|SQL|Spark,5,0.0,26,1,8.39,Mumbai,Kolkata,569.5,23,0.8472,10.6,32.2,30.48,74,1,0.4305,41.95,2.8759,2.4528,14.83,1,1
H011471,E0218,T03559,Support,Medium,Java,5,0.0,69,1,8.35,Mumbai,Kolkata,652.6,40,0.7321,4.4,19.0,20.93,31,1,0.3474,41.75,4.7576,15.6818,6.56,0,0
H011472,E0045,T00737,Data Engineering,Medium,Azure|PostgreSQL|SQL,11,0.0,29,1,7.59,Hyderabad,Pune,599.7,22,0.8126,15.0,43.5,19.38,71,1,0.4003,83.49,1.2921,1.9333,23.98,0,1
H011473,E0182,T04776,Cloud/DevOps,Low,Kubernetes|AWS|Linux,7,0.6667,50,1,7.04,Pune,Remote,0.0,30,0.7738,5.9,24.1,20.91,50,1,1.0,49.28,3.5441,8.4746,6.61,1,1
H011474,E0201,T01542,Machine Learning,High,PyTorch|Deep Learning|Python,12,0.0,59,1,7.31,Kolkata,Hyderabad,295.0,29,0.7833,5.4,8.8,4.06,41,1,0.705,87.72,0.751,10.9259,9.28,0,1
H011475,E0123,T03022,Testing,Critical,Java,10,0.0,62,1,7.09,Delhi,Delhi,0.0,7,0.827,12.5,19.7,22.49,38,1,1.0,70.9,1.7989,4.96,21.76,1,1
H011476,E0162,T00906,Cloud/DevOps,Low,Python|Docker,6,0.0,38,1,7.3,Bangalore,Mumbai,555.3,42,0.6717,4.1,24.0,19.32,62,1,0.4447,43.8,4.7126,9.2683,5.66,1,1
H011477,E0076,T01480,Database,Medium,Java,7,0.0,71,1,7.36,Kolkata,Remote,0.0,26,0.7568,5.3,24.9,15.19,29,1,1.0,51.52,2.8653,13.3962,7.31,1,1
H011478,E0072,T03766,Data Engineering,Medium,Python|AWS|Spark,4,0.3333,49,1,8.84,Delhi,Hyderabad,243.8,4,0.7492,3.8,12.0,5.21,51,1,0.7562,35.36,1.3706,12.8947,5.43,0,1
H011479,E0065,T02590,Software Development,Medium,Spring Boot|C++,12,0.5,40,1,7.13,Hyderabad,Delhi,607.9,14,0.8374,5.4,26.4,25.74,60,1,0.3921,85.56,4.767,7.4074,5.73,1,1
H011480,E0266,T00056,Database,Medium,Java,5,0.0,25,1,6.83,Pune,Bangalore,509.0,40,0.6139,5.4,21.9,17.47,75,1,0.491,34.15,3.2347,4.6296,9.3,0,0
H011481,E0090,T01684,Cloud/DevOps,Medium,Azure|AWS|Docker,3,0.0,25,1,8.07,Delhi,Kolkata,741.4,39,0.7261,3.9,14.4,11.97,75,1,0.2586,24.21,3.0689,6.4103,6.82,1,1
H011482,E0226,T02066,Support,High,SQL|Python|Azure,6,0.3333,61,1,7.17,Bangalore,Chennai,669.0,43,0.6544,4.9,10.9,4.93,39,1,0.331,43.02,1.0071,12.449,7.31,0,1
H011483,E0014,T02336,Software Development,Medium,Node.js|React|JavaScript,2,0.0,92,1,8.33,Bangalore,Pune,53.4,40,0.7718,9.7,23.3,25.21,8,1,0.9466,16.66,2.5986,9.4845,18.82,1,1
H011484,E0044,T03307,Support,Critical,AWS|Linux|Python,4,0.3333,83,1,8.66,Kolkata,Hyderabad,534.3,25,0.8263,7.6,9.3,8.22,17,1,0.4657,34.64,1.082,10.9211,12.17,0,0
H011485,E0295,T00317,Cloud/DevOps,Medium,Linux|Azure,1,0.5,26,0,9.23,Mumbai,Pune,425.1,43,0.6606,6.4,25.2,27.02,74,0,0.5749,9.23,4.2213,4.0625,15.49,0,0
H011486,E0030,T02876,Software Development,Medium,Node.js,3,0.0,36,1,8.06,Hyderabad,Delhi,554.1,18,0.7662,3.5,12.0,6.14,64,1,0.4459,24.18,1.7533,10.2857,5.08,1,1
H011487,E0003,T00808,Database,Medium,Python,5,1.0,57,1,9.25,Coimbatore,Bangalore,459.5,25,0.8132,2.8,12.0,13.2,43,1,0.5405,46.25,4.7159,20.3571,2.3,1,1
H011488,E0079,T01146,Cybersecurity,Medium,Linux,11,0.0,62,1,7.97,Pune,Hyderabad,471.9,32,0.7368,5.4,15.5,15.9,38,1,0.5281,87.67,2.9437,11.4815,8.5,1,1
H011489,E0127,T00601,Cybersecurity,Critical,AWS|Linux|Cybersecurity,11,0.3333,83,1,7.87,Pune,Chennai,513.9,28,0.7614,7.8,10.5,5.78,17,1,0.4861,86.57,0.7414,10.641,12.26,0,1
H011490,E0017,T03266,Database,Medium,Python,4,0.0,71,1,8.37,Hyderabad,Coimbatore,607.2,14,0.7415,9.4,46.6,29.47,29,1,0.3928,33.48,3.1354,7.5532,13.76,1,1
H011491,E0224,T00538,Support,High,Python|Java|SQL,3,0.0,50,1,7.56,Pune,Bangalore,176.3,5,0.598,11.6,29.2,24.86,50,1,0.8237,22.68,2.1434,4.3103,18.56,1,1
H011492,E0138,T02785,Software Development,High,Spring Boot|Node.js,8,0.0,56,1,6.89,Delhi,Mumbai,419.8,12,0.7085,6.0,9.7,4.91,44,1,0.5802,55.12,0.8183,9.3333,10.1,0,1
H011493,E0019,T02401,Software Development,Low,Node.js,7,0.0,25,0,6.93,Chennai,Remote,0.0,44,0.7325,4.4,24.0,23.18,75,0,1.0,48.51,5.2678,5.6818,10.02,1,1
H011494,E0010,T03099,Database,High,Python|MongoDB|SQL,10,0.3333,8,1,7.41,Delhi,Kolkata,461.7,40,0.7114,6.4,16.5,8.05,92,1,0.5383,74.1,1.2581,1.25,6.76,1,1
H011495,E0271,T00779,Database,Medium,MongoDB,4,0.0,55,1,8.63,Coimbatore,Coimbatore,0.0,45,0.7841,8.4,18.3,18.64,45,1,1.0,34.52,2.2191,6.5476,13.85,1,1
H011496,E0230,T04781,Cybersecurity,Critical,Cybersecurity|AWS,10,0.0,35,1,8.72,Coimbatore,Kolkata,605.1,8,0.7723,4.5,7.6,3.92,65,1,0.3949,87.2,0.8719,7.7778,6.05,0,1
H011497,E0123,T04626,Database,Low,SQL,10,0.0,53,1,7.09,Delhi,Delhi,0.0,31,0.8454,3.9,24.0,8.42,47,1,1.0,70.9,2.159,13.5897,6.01,1,1
H011498,E0163,T00837,Software Development,Medium,JavaScript,6,0.0,94,1,8.69,Coimbatore,Mumbai,25.3,6,0.7303,10.4,43.6,29.38,6,1,0.9747,52.14,2.8249,9.0385,18.79,0,0
H011499,E0069,T03538,Support,High,SQL|Java,2,0.5,78,1,8.58,Delhi,Kolkata,143.5,43,0.7121,6.4,13.1,9.14,22,1,0.8565,17.16,1.4281,12.1875,10.68,0,0
H011500,E0147,T04430,Bug Fix,Critical,JavaScript,6,0.0,16,1,8.26,Bangalore,Remote,0.0,33,0.8543,7.9,12.9,9.84,84,1,1.0,49.56,1.245,2.0253,9.87,0,1
H011501,E0153,T02219,Support,High,Linux|SQL,7,0.0,70,1,8.61,Mumbai,Coimbatore,39.6,34,0.8405,3.3,6.0,2.51,30,1,0.9604,60.27,0.7608,21.2121,5.15,0,1
H011502,E0066,T04518,Machine Learning,Low,PyTorch|SQL|TensorFlow,12,0.0,74,1,7.52,Pune,Chennai,174.7,29,0.7899,6.9,34.0,13.78,26,1,0.8253,90.24,1.9965,10.7246,12.42,1,1
H011503,E0097,T02858,Support,High,Python,5,0.0,43,1,8.19,Coimbatore,Hyderabad,789.3,44,0.6568,2.2,6.0,5.38,57,1,0.2107,40.95,2.4437,19.5455,3.7,1,1
H011504,E0029,T03986,Database,High,SQL|Python|Java,10,0.0,80,1,9.55,Pune,Kolkata,102.5,29,0.8979,10.1,28.0,13.11,20,1,0.8975,95.5,1.2981,7.9208,13.58,0,1
H011505,E0019,T03815,Software Development,High,Node.js,7,0.0,23,1,6.93,Chennai,Pune,448.5,30,0.6352,3.3,9.2,4.1,77,1,0.5515,48.51,1.2425,6.9697,5.06,0,1
H011506,E0053,T00233,Machine Learning,Medium,Machine Learning|SQL,4,0.0,57,1,7.55,Delhi,Pune,37.9,44,0.672,6.7,26.9,25.85,43,1,0.9621,30.2,3.8583,8.5075,12.88,1,1
H011507,E0157,T03359,Machine Learning,Medium,TensorFlow|PyTorch,2,1.0,59,0,8.16,Pune,Kolkata,825.7,22,0.7556,7.2,21.7,24.08,41,0,0.1743,16.32,3.3443,8.1944,15.51,0,0
H011508,E0182,T02966,Software Development,Critical,C++|Spring Boot,7,0.5,73,0,7.04,Pune,Kolkata,494.3,34,0.7405,8.0,9.3,3.71,27,0,0.5057,49.28,0.4634,9.125,22.54,0,1
H011509,E0192,T00642,Database,Medium,SQL|MongoDB|Java,11,0.0,71,1,8.17,Chennai,Delhi,668.8,27,0.7631,8.9,18.1,19.27,29,1,0.3312,89.87,2.1646,7.9775,14.55,1,1
H011510,E0265,T00976,Testing,Medium,SQL,10,0.0,36,1,7.62,Bangalore,Delhi,679.1,5,0.7332,9.1,32.4,35.1,64,1,0.3209,76.2,3.8575,3.956,12.57,1,1
H011511,E0152,T00810,Machine Learning,Medium,SQL|TensorFlow,9,0.0,39,1,8.23,Coimbatore,Pune,496.5,11,0.9202,7.7,28.0,29.48,61,1,0.5035,74.07,3.8291,5.0649,10.85,1,1
H011512,E0123,T03793,Machine Learning,Low,PyTorch|Machine Learning,10,0.5,51,1,7.09,Delhi,Chennai,643.6,16,0.849,3.1,24.0,15.72,49,1,0.3564,70.9,5.0724,16.4516,3.89,1,1
H011513,E0207,T02791,Software Development,Medium,Spring Boot|C++,12,0.0,22,1,8.72,Delhi,Chennai,50.2,11,0.99,5.9,21.9,12.91,78,1,0.9498,104.64,2.1879,3.7288,7.74,1,1
H011514,E0271,T01158,Cybersecurity,Medium,Cybersecurity,4,0.0,66,1,8.63,Coimbatore,Remote,0.0,35,0.7943,6.3,26.9,13.83,34,1,1.0,34.52,2.1956,10.4762,9.28,1,1
H011515,E0219,T00053,Software Development,Low,C++,2,1.0,89,1,7.6,Chennai,Remote,0.0,15,0.7791,7.1,53.1,44.2,11,1,1.0,15.2,6.225,12.5352,9.95,1,1
H011516,E0299,T04742,Cybersecurity,High,Python|Linux|AWS,3,0.3333,71,1,7.95,Chennai,Remote,0.0,21,0.7891,7.5,20.6,23.09,29,1,1.0,23.85,3.0788,9.4667,13.54,1,1
H011517,E0057,T01719,Machine Learning,Low,Deep Learning,7,0.0,11,1,7.25,Coimbatore,Chennai,726.3,19,0.7067,8.7,48.0,54.84,89,1,0.2737,50.75,6.3032,1.2644,14.36,1,1
H011518,E0231,T02235,Cloud/DevOps,Medium,Python|Azure,6,1.0,17,1,6.93,Mumbai,Chennai,246.5,44,0.6805,16.0,41.6,18.48,83,1,0.7535,41.58,1.1549,1.0625,16.76,1,1
H011519,E0280,T01742,Software Development,High,Java|Spring Boot,4,0.0,89,1,7.56,Kolkata,Chennai,549.1,41,0.7234,8.6,14.0,13.3,11,1,0.4509,30.24,1.5463,10.3488,18.78,0,1
H011520,E0235,T00007,Machine Learning,Low,TensorFlow,7,1.0,59,1,6.54,Mumbai,Coimbatore,80.3,13,0.6597,8.8,40.4,37.84,41,1,0.9197,45.78,4.2995,6.7045,9.8,1,1
H011521,E0236,T01812,Testing,Medium,Selenium|Python|Java,10,0.3333,64,0,7.84,Delhi,Hyderabad,570.8,34,0.8132,4.3,19.8,19.59,36,0,0.4292,78.4,4.5561,14.8837,8.93,1,1
H011522,E0107,T01590,Software Development,Low,Node.js|React|Python,8,0.0,38,0,8.36,Hyderabad,Remote,0.0,9,0.8364,3.5,24.0,13.09,62,0,1.0,66.88,3.7412,10.8571,7.68,1,1
H011523,E0010,T03980,Machine Learning,Medium,SQL,10,1.0,28,0,7.41,Delhi,Mumbai,558.2,31,0.8447,5.8,16.4,11.68,72,0,0.4418,74.1,2.0144,4.8276,8.84,1,1
H011524,E0046,T01268,Data Engineering,High,Python|SQL|PostgreSQL,8,0.0,81,1,6.74,Kolkata,Pune,715.4,35,0.7181,5.0,11.8,8.6,19,1,0.2846,53.92,1.7192,16.2,7.14,1,1
H011525,E0247,T02330,Testing,Medium,JavaScript|Python,9,0.0,25,1,8.51,Kolkata,Hyderabad,173.1,32,0.8604,4.9,24.0,19.01,75,1,0.8269,76.59,3.8801,5.102,5.73,1,1
H011526,E0197,T01238,Machine Learning,High,PyTorch|Python,12,0.0,12,1,8.77,Coimbatore,Coimbatore,0.0,10,0.9783,4.1,12.3,6.76,88,1,1.0,105.24,1.649,2.9268,6.36,1,1
H011527,E0054,T01233,Cybersecurity,Medium,Cybersecurity,9,0.0,13,1,8.39,Hyderabad,Hyderabad,0.0,17,0.7967,8.9,25.4,16.06,87,1,1.0,75.51,1.8039,1.4607,11.03,0,1
H011528,E0120,T00219,Bug Fix,Low,Spring Boot|Python,3,0.5,49,1,8.92,Mumbai,Hyderabad,70.3,42,0.7022,9.1,46.1,33.38,51,1,0.9297,26.76,3.6676,5.3846,13.34,1,1
H011529,E0115,T03578,Cloud/DevOps,Low,AWS|Azure|Kubernetes,11,0.0,53,1,7.24,Bangalore,Delhi,220.2,28,0.6447,2.8,24.0,16.11,47,1,0.7798,79.64,5.7552,18.9286,4.13,1,1
H011530,E0038,T01484,Data Engineering,Medium,PostgreSQL,5,0.0,5,1,9.52,Delhi,Kolkata,123.2,18,0.8208,8.0,18.8,17.53,95,1,0.8768,47.6,2.1918,0.625,12.44,1,1
H011531,E0138,T04035,Software Development,Critical,Node.js|C++|Spring Boot,8,0.0,46,1,6.89,Delhi,Chennai,117.1,43,0.7132,9.2,10.7,6.72,54,1,0.8829,55.12,0.7299,5.0,14.06,0,1
H011532,E0048,T01878,Database,High,SQL|Java,6,0.5,95,1,7.69,Bangalore,Remote,0.0,45,0.7401,6.6,17.4,9.49,5,1,1.0,46.14,1.438,14.3939,8.9,1,1
H011533,E0092,T01432,Bug Fix,Low,JavaScript|C++,5,0.0,66,1,7.57,Kolkata,Remote,0.0,22,0.8087,4.3,24.0,20.79,34,1,1.0,37.85,4.8352,15.3488,7.88,1,1
H011534,E0174,T00708,Support,High,Java|Azure|Python,10,0.3333,79,1,7.27,Chennai,Mumbai,85.9,22,0.8882,8.1,13.7,12.74,21,1,0.9141,72.7,1.5724,9.7531,11.37,0,1
H011535,E0267,T00629,Support,High,SQL|AWS,5,0.0,51,1,7.4,Delhi,Mumbai,269.8,14,0.8355,4.6,9.6,6.04,49,1,0.7302,37.0,1.3138,11.087,8.22,0,1
H011536,E0122,T00261,Bug Fix,Critical,Node.js,2,0.0,66,1,8.87,Delhi,Delhi,0.0,19,0.7895,3.5,6.3,4.07,34,1,1.0,17.74,1.1627,18.8571,6.67,0,0
H011537,E0150,T01031,Database,Critical,Java|PostgreSQL,6,1.0,48,1,7.83,Mumbai,Delhi,334.4,27,0.7563,2.8,3.5,3.13,52,1,0.6656,46.98,1.118,17.1429,2.86,1,1
H011538,E0279,T03112,Data Engineering,Medium,Azure,5,0.0,24,1,8.3,Chennai,Kolkata,784.8,37,0.6947,4.3,19.7,22.56,76,1,0.2152,41.5,5.2455,5.5814,6.56,1,1
H011539,E0161,T04308,Testing,Low,Selenium,12,1.0,80,1,8.02,Bangalore,Chennai,686.2,3,0.6608,11.5,37.7,41.37,20,1,0.3138,96.24,3.5976,6.9565,13.53,1,1
H011540,E0209,T03505,Software Development,High,Python,4,0.0,40,1,8.54,Hyderabad,Chennai,551.7,4,0.8611,3.4,9.8,9.15,60,1,0.4483,34.16,2.6919,11.7647,4.88,1,1
H011541,E0095,T02471,Support,High,Python,11,0.0,33,1,8.24,Chennai,Delhi,750.5,26,0.8252,9.0,18.1,19.39,67,1,0.2495,90.64,2.1543,3.6667,11.03,1,1
H011542,E0041,T03347,Machine Learning,Medium,PyTorch|TensorFlow|SQL,11,0.0,51,1,9.25,Delhi,Pune,484.2,23,0.8728,7.1,30.5,19.21,49,1,0.5158,101.75,2.7057,7.1831,9.08,1,1
H011543,E0103,T04378,Cybersecurity,Medium,Cybersecurity|Azure,1,0.0,40,0,7.81,Coimbatore,Chennai,763.4,23,0.6221,5.3,24.8,9.43,60,0,0.2366,7.81,1.779,7.5472,19.66,0,0
H011544,E0122,T02698,Machine Learning,Medium,Deep Learning|SQL|PyTorch,2,0.0,68,1,8.87,Delhi,Pune,342.4,16,0.6827,4.7,23.1,18.67,32,1,0.6576,17.74,3.9731,14.4681,7.41,1,1
H011545,E0056,T01244,Machine Learning,High,Python|Machine Learning|PyTorch,2,0.0,34,1,7.82,Coimbatore,Kolkata,270.0,9,0.6846,4.3,6.8,6.1,66,1,0.73,15.64,1.4185,7.907,7.69,0,0
H011546,E0269,T02550,Testing,Medium,Java,2,0.0,40,1,8.48,Chennai,Mumbai,348.8,2,0.7516,11.4,55.7,44.47,60,1,0.6512,16.96,3.9007,3.5088,16.63,0,0
H011547,E0151,T00386,Database,Medium,SQL,12,0.0,75,1,6.5,Coimbatore,Delhi,37.0,14,0.7806,5.4,17.0,7.44,25,1,0.963,78.0,1.377,13.8889,8.74,0,1
H011548,E0270,T03197,Cloud/DevOps,Medium,Kubernetes,12,0.0,64,1,8.23,Bangalore,Pune,669.1,23,0.7836,10.8,42.7,24.07,36,1,0.3309,98.76,2.2289,5.9259,17.32,1,1
H011549,E0096,T00605,Data Engineering,Low,Python,6,0.0,70,1,6.92,Hyderabad,Coimbatore,715.6,32,0.7295,10.7,65.1,54.82,30,1,0.2844,41.52,5.1229,6.5421,16.54,1,1
H011550,E0102,T02595,Data Engineering,Medium,Python|Spark|Azure,5,0.0,11,1,7.11,Hyderabad,Bangalore,529.9,10,0.7478,5.0,22.0,19.92,89,1,0.4701,35.55,3.984,2.2,8.98,1,1
H011551,E0186,T00336,Machine Learning,Low,Machine Learning|SQL,11,0.0,14,1,8.4,Hyderabad,Delhi,488.8,36,0.7668,7.6,52.2,51.53,86,1,0.5112,92.4,6.78,1.8421,11.31,1,1
H011552,E0287,T00513,Cybersecurity,Medium,Cybersecurity,4,0.0,24,1,8.54,Mumbai,Kolkata,690.2,35,0.7128,7.2,28.9,27.35,76,1,0.3098,34.16,3.7987,3.3333,12.0,1,1
H011553,E0028,T03118,Support,Medium,AWS|SQL,6,0.5,25,1,8.82,Mumbai,Coimbatore,108.4,41,0.8976,4.8,14.2,15.88,75,1,0.8916,52.92,3.3083,5.2083,6.51,1,1
H011554,E0245,T01373,Bug Fix,Medium,SQL,5,0.0,36,1,9.07,Coimbatore,Hyderabad,68.5,28,0.8884,11.4,24.7,20.59,64,1,0.9315,45.35,1.8063,3.1579,18.48,1,1
H011555,E0046,T00021,Database,Medium,PostgreSQL,8,0.0,79,1,6.74,Kolkata,Chennai,646.2,37,0.7673,3.0,12.2,4.73,21,1,0.3538,53.92,1.5779,26.3333,4.52,1,1
H011556,E0052,T00422,Software Development,High,JavaScript|Python|Node.js,11,0.3333,81,1,8.27,Kolkata,Remote,0.0,25,0.8712,10.9,18.0,8.74,19,1,1.0,90.97,0.8016,7.4312,16.49,0,1
H011557,E0035,T01351,Machine Learning,Medium,PyTorch|SQL|Deep Learning,3,0.0,76,1,8.14,Pune,Delhi,704.3,34,0.6973,10.0,43.3,42.32,24,1,0.2957,24.42,4.2318,7.6,18.32,1,1
H011558,E0122,T01088,Support,Low,Java,2,0.0,58,1,8.87,Delhi,Remote,0.0,22,0.6952,5.3,42.0,35.83,42,1,1.0,17.74,6.7603,10.9434,8.83,0,0
H011559,E0293,T02188,Support,High,SQL|Linux,9,0.5,69,1,7.88,Delhi,Kolkata,843.4,18,0.6925,3.3,6.0,5.17,31,1,0.1566,70.92,1.5665,20.9091,3.67,0,1
H011560,E0235,T04641,Machine Learning,Medium,Deep Learning,7,0.0,58,1,6.54,Mumbai,Kolkata,705.1,32,0.7429,3.8,12.6,4.59,42,1,0.2949,45.78,1.2087,15.2632,6.59,0,0
H011561,E0281,T04726,Bug Fix,Low,Java|JavaScript|Spring Boot,6,0.0,30,1,7.44,Chennai,Pune,771.9,36,0.7579,4.2,25.1,26.25,70,1,0.2281,44.64,6.2496,7.1429,7.37,1,1
H011562,E0241,T03501,Testing,High,Python|Java|JavaScript,2,0.3333,36,1,8.0,Bangalore,Bangalore,0.0,22,0.751,17.2,44.4,23.37,64,1,1.0,16.0,1.3589,2.093,22.04,1,1
H011563,E0224,T03534,Cybersecurity,Medium,Azure|AWS,3,0.0,67,0,7.56,Pune,Chennai,343.9,20,0.6471,5.4,12.0,5.63,33,0,0.6561,22.68,1.0434,12.4074,24.25,0,0
H011564,E0015,T03921,Data Engineering,Low,Python|SQL,12,0.0,72,1,7.76,Kolkata,Delhi,580.0,8,0.793,7.7,39.4,14.07,28,1,0.42,93.12,1.8277,9.3506,12.82,1,1
H011565,E0036,T04239,Bug Fix,High,Python|Node.js|C++,4,0.0,45,1,7.53,Mumbai,Pune,359.5,42,0.7099,2.1,6.0,2.21,55,1,0.6405,30.12,1.0527,21.4286,3.49,0,0
H011566,E0191,T02991,Data Engineering,High,Python|SQL,6,0.0,57,1,8.28,Kolkata,Mumbai,55.4,31,0.8548,3.3,7.6,8.54,43,1,0.9446,49.68,2.5868,17.2727,5.13,1,1
H011567,E0194,T03830,Software Development,High,Python|React|Spring Boot,7,0.0,85,1,7.88,Hyderabad,Remote,0.0,35,0.8928,4.3,10.6,3.74,15,1,1.0,55.16,0.8706,19.7674,6.63,0,1
H011568,E0167,T01641,Data Engineering,Medium,PostgreSQL|SQL,8,0.5,70,1,7.48,Mumbai,Kolkata,461.3,11,0.8418,5.5,18.5,19.12,30,1,0.5387,59.84,3.4756,12.7273,7.61,1,1
H011569,E0107,T01189,Support,High,AWS|Java|Linux,8,0.0,33,1,8.36,Hyderabad,Mumbai,586.1,22,0.9099,7.3,15.2,16.81,67,1,0.4139,66.88,2.3027,4.5205,10.34,1,1
H011570,E0241,T01386,Cloud/DevOps,Medium,Azure,2,1.0,60,1,8.0,Bangalore,Hyderabad,774.1,28,0.715,5.4,24.1,11.89,40,1,0.2259,16.0,2.2012,11.1111,5.78,1,1
H011571,E0018,T01197,Cybersecurity,Critical,Azure|Linux,4,0.0,76,1,8.28,Hyderabad,Chennai,658.8,18,0.7151,8.4,10.8,10.35,24,1,0.3412,33.12,1.2318,9.0476,13.37,0,0
H011572,E0022,T01477,Machine Learning,Medium,Python|TensorFlow,7,0.5,5,1,7.44,Pune,Remote,0.0,17,0.7422,2.7,12.9,7.59,95,1,1.0,52.08,2.8102,1.8519,3.25,1,1
H011573,E0213,T01348,Database,Critical,SQL|Java,4,0.0,68,1,7.17,Pune,Coimbatore,460.7,43,0.7384,1.8,2.9,1.78,32,1,0.5393,28.68,0.9911,37.7778,3.63,0,1
H011574,E0098,T01551,Machine Learning,Critical,SQL,6,0.0,14,1,7.52,Chennai,Hyderabad,673.9,43,0.7616,5.4,7.9,6.71,86,1,0.3261,45.12,1.2424,2.5926,8.13,0,0
H011575,E0157,T01017,Testing,Medium,Python,2,0.0,77,1,8.16,Pune,Kolkata,67.8,1,0.8733,3.3,12.0,12.88,23,1,0.9322,16.32,3.9042,23.3333,6.1,1,1
H011576,E0258,T04360,Cybersecurity,High,AWS,6,1.0,96,1,7.59,Kolkata,Bangalore,392.4,22,0.7542,3.1,9.2,7.98,4,1,0.6076,45.54,2.5746,30.9677,3.19,1,1
H011577,E0198,T04236,Testing,Medium,Java|JavaScript|SQL,8,0.6667,17,1,8.28,Delhi,Chennai,237.4,15,0.906,9.2,29.1,15.38,83,1,0.7626,66.24,1.6716,1.8478,10.19,1,1
H011578,E0090,T04606,Bug Fix,Medium,Python,3,0.0,38,1,8.07,Delhi,Kolkata,338.3,31,0.679,7.1,15.3,6.87,62,1,0.6617,24.21,0.9676,5.3521,11.01,0,1
H011579,E0067,T00281,Bug Fix,High,SQL,3,0.0,27,1,7.39,Pune,Remote,0.0,5,0.6703,8.1,22.7,15.91,73,1,1.0,22.17,1.9641,3.3333,12.0,0,1
H011580,E0115,T04516,Data Engineering,High,Spark|AWS,11,0.5,46,1,7.24,Bangalore,Coimbatore,618.1,21,0.7029,5.4,8.4,6.83,54,1,0.3819,79.64,1.2655,8.5185,7.3,0,1
H011581,E0073,T00840,Testing,Medium,JavaScript|SQL|Selenium,3,0.3333,37,1,8.47,Coimbatore,Mumbai,436.8,5,0.7756,4.3,19.9,19.69,63,1,0.5632,25.41,4.578,8.6047,6.37,1,1
H011582,E0181,T04874,Bug Fix,Medium,Python,5,0.0,78,1,8.36,Kolkata,Pune,136.1,20,0.7618,9.2,20.4,23.12,22,1,0.8639,41.8,2.5131,8.4783,16.24,1,1
H011583,E0042,T00452,Cybersecurity,Medium,Cybersecurity,10,0.0,60,1,7.79,Kolkata,Remote,0.0,24,0.841,9.6,33.4,29.83,40,1,1.0,77.9,3.1078,6.25,13.63,0,0
H011584,E0101,T01324,Machine Learning,Medium,PyTorch,6,0.0,87,1,7.61,Bangalore,Hyderabad,305.6,9,0.725,7.4,15.4,16.84,13,1,0.6944,45.66,2.2753,11.7568,15.02,1,1
H011585,E0142,T01613,Cybersecurity,Low,Cybersecurity,3,0.0,21,1,8.73,Kolkata,Hyderabad,683.0,17,0.8254,12.7,41.2,43.82,79,1,0.317,26.19,3.4502,1.6535,22.87,1,1
H011586,E0063,T01639,Software Development,High,React|Java,12,0.0,66,1,8.25,Mumbai,Remote,0.0,9,0.8712,3.3,8.3,9.23,34,1,1.0,99.0,2.797,20.0,5.63,1,1
H011587,E0037,T00342,Bug Fix,Low,Java|Spring Boot,7,0.0,50,1,7.49,Delhi,Mumbai,671.9,33,0.6406,8.6,27.5,15.44,50,1,0.3281,52.43,1.7958,5.814,11.33,0,0
H011588,E0278,T01488,Bug Fix,Medium,JavaScript|C++|SQL,11,0.3333,30,1,7.42,Hyderabad,Remote,0.0,20,0.7823,5.4,12.0,8.85,70,1,1.0,81.62,1.6389,5.5556,6.77,1,1
H011589,E0291,T00323,Cybersecurity,Medium,Azure,8,1.0,59,1,9.82,Kolkata,Remote,0.0,28,0.923,4.0,19.9,9.54,41,1,1.0,78.56,2.385,14.75,3.58,1,1
H011590,E0008,T02179,Machine Learning,Medium,Python|SQL,12,0.5,48,1,7.71,Kolkata,Chennai,135.0,22,0.8645,4.1,12.0,10.37,52,1,0.865,92.52,2.5293,11.7073,5.14,1,1
H011591,E0108,T04419,Support,Medium,Python|Linux|SQL,5,0.0,75,0,7.31,Chennai,Delhi,661.9,0,0.68,12.4,56.2,63.66,25,0,0.3381,36.55,5.1342,6.0484,39.53,1,1
H011592,E0045,T02697,Data Engineering,Medium,Spark,11,0.0,33,1,7.59,Hyderabad,Chennai,395.9,42,0.7763,3.4,13.0,13.59,67,1,0.6041,83.49,3.9972,9.7059,4.1,1,1
H011593,E0063,T00779,Database,Medium,MongoDB,12,0.0,56,1,8.25,Mumbai,Coimbatore,639.1,11,0.712,8.4,18.3,8.63,44,1,0.3609,99.0,1.0272,6.6667,12.82,0,1
H011594,E0241,T00272,Data Engineering,Critical,Python|PostgreSQL,2,1.0,54,1,8.0,Bangalore,Coimbatore,375.3,4,0.6737,4.1,6.4,3.63,46,1,0.6247,16.0,0.8853,13.1707,4.71,0,1
